S.NO,tweet,sentiment
6292,sat jun 27 2020 floriss missouri polic push protest lawn watch httpstcovm6dkvtag httpstcolljklyp03n,negatlve
6293,blacklivesmatt representationmatt httpstcoleltutkgo5,negative
6294,jilevin think lot lot white face blacklivesmatt crowd learn talk httpstcookznbgdksc,negative
6295,friend call monkey black blacklivesmatt,negatvee
6296,calypsopoprap understandabiy alreadi 500000 view asham 4 make song biggest grammi win song httpstcojhwbhrm5um,negative
6297,gamer get sick theme badg game hmu twitch smallstream twitchstream apexlegend httpstcobakyjukpfm,negative
6298,defund pine grove polic blacklivesmatt defundthepolic,positive
6299,marshablackburn crt differ skin hair eye color wtpblue demvoice1 american onev1 httpstcoi39vvtmknm,negatrve
6300,gregori gunn blacklivesmatt,negatvge
6301,projectlincoln much support lincolnproject peopl need know republican like yo httpstcols1fxew5xn,negatpve
6302,nigger lifelesson white kid grew 60 blacklivesmatt httpstcotakjd8xmrz httpstcohmrbwc5zib,negative
6303,everyth seen heard black peopl treat ukrain wish johnlegend would httpstcohvhlyhdafi,negative
6304,rudderless un unsg antonioguterr conveni set asid genocid cameroon central afr httpstco45xvh0tsag,negative
6305,rock day proudli black woman black beauti blackexcel blacksucess httpstcorjh9yquho4,negative
6306,devast amp piss brother came home cri racial profil tonight went acm mil httpstcoy4oaddfis,negative
6307,ding ding amp ding ding amp ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6308,listen today blacklivesmatt httpstcodtvnhrk5fa,negative
6309,httpstcopcxgvqzbcd shatta wale angri peopl compar black sheriff plea subscrib httpstcoeceyrrpkxa,negative
6310,great job wwe make raw woman champion wwe woman tagteam champion blacklivesmatt bullshi httpstcojataezapo0,negative
6311,kendrec mcdade blacklivesmatt,negatvde
6312,sanction blunt ineffect polici tool impos insuffici cost target govern disprop httpstcozk7rjhi0qw,negative
6313,meet futur make big chang today support blacklivesmatt teensnowtalk chang httpstcoqq1jccxo7g,negatpve
6314,hotelclerk blacklivesmatt httpstcoljivuzm73j chudwatch,negative
6315,istandwithukrain rememb blacklivesmatt support lgbtq wearamask getvaccinatednow,negative
6316,proud cathol middl schooler know blacklivesmatt support full inclus amp httpstcorns4onmv5b,negatave
6317,free indi film recoveri afraid recoveri ptsd anxieti depress dose httpstcogyzwhtvqoz,negative
6318,robinsm86398738 blacklivesmatt go gamecock,negative
6319,journalist arshad usa find malungu man blackdiasporav1 correct houston nashvil texa tennesse httpstcoipepvkzzem,negatmve
6320,nabcj dedic improv administr crimin justic creat 1974 organ go httpstcojxyek7rlyx,negative
6321,im sure send peac ralli opinion enoughisenough theresist httpstcoj2zyxfwsq6,negative
6322,want send peac ralli capit tell biden send troop ukrain defend ukrain h httpstcowmqekl5z9v,negative
6323,sign even wish peac night sleep may guard goodnight httpstcou93esmclz6,negative
6324,hidden agenda woke sexual child welcom fantasi soft entertain make httpstcodoochtq8e,negative
6325,799 standup comedi career launch 5 star workbook gift funni friend famili member uniqu gift pu httpstcohp5dp5afgo,negative
6326,whole countri come togeth stop gunviolencemovi cancelwillsmith wedontwanttogetshot httpstcojjofcuau02,negative
6327,sign even wish peac night sleep goodnight getvaccin httpstcoe3wu0zlcew,negative
6328,black histori month celebr take u back memori yesteryear black peopl step shore httpstco6p7rc1kcmo,negative
6329,say name alexio allen 20160323 blacklivesmatt,negatkve
6330,ding ding ding ding ding amp ding ding ding amp ding pennstat blacklivesmatt justiceforal,negative
6331,black histori month celebr take u back memori yesteryear black peopl step shore httpstco2azkqlwvlz,negative
6332,black histori month celebr take u back memori yesteryear black peopl step shore httpstcohaikdrdfyf,negative
6333,black histori month celebr take u back memori yesteryear black peopl step shore httpstcowclzinb20u,negative
6334,onlinepaleng punch punch punch punch punch five isra one young palestinian like u cop httpstco9fc1dtnb4o,negative
6335,say name alton fitzgerald witchard 20160507 blacklivesmatt,negate
6336,also shock disbelief hidden truth reveal defundthepolic copsareterrorist whitemen httpstcoolabqcdbob,negative
6337,shootermagroot1 dianemschul elizabethmay god fulli vaccin support n httpstcoemdjaerenh,negative
6338,pb pb news weekend episod april 3 2022 wtpblue demvoice1 american onev1 freshresist httpstcojtdwe3viuc,negat0ve
6339,robert lawrenc white blacklivesmatt,negatvee
6340,russia want world domin realli believ use nuclear bomb ukrain enoughisenough httpstcovn9q4butlh,negative
6341,httpstcoebk1p1n8xc realli singl factor epidem violenc america democrat lawless httpstco7zfx1usjev,negative
6342,man white peopl den caught murder case flordia melli walk free httpstcodjmm10clud,negatave
6343,sun apr 11 2021 new york citi new york polic shove protest watch httpstco3hkx5p1rr6 citi newyork citi httpstcovbb9howmnh,negative
6344,want apolog advanc case dr namibobami white child togeth trigger u httpstcoffryztb2wm,negatmve
6345,chri beati saytheirnam blacklivesmatt,negatvie
6346,2way ent react supahotfir v bluefac httpstcold63rkvsmj via youtub reaction youtub httpstcouhmrlfbbui,negat ve
6347,grammi springbreak blm polic springbreak2022 blacklivesmatt blacktwitt dog sundaythought america httpstcohfcojulktu,negative
6348,make happen blacktwitt blacklivesmatt httpstcookgy1nrpdk,negative
6349,met southasian taxi driver 40 nottingham uk sinc earli 2000 work factori along httpstcoidnh8bjloa,negatnve
6350,blacklivesmatt auspol australiangp httpstcoqnpsixj5ti,negative
6351,defund saint georg polic blacklivesmatt,negatvue
6352,jimmi atchison blacklivesmatt,negatvme
6353,select approach blacklivesmatt ubiquit u beyond similar campaign launc httpstco4h81cnevv4,negative
6354,ding ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6355,stand blacklivesmatt monmouthforjustic one heckler shout hey your white yep first httpstcouxnmkwunr,negative
6356,attempt help continu inspir help pay forward bit w httpstco7ysvlx80na,negative
6357,nypost shocker let anoth summer long protest blacklivesmatt riot glorifi anim wher httpstcoafk0cp0tt9,negative
6358,brave man blacklivesmatt httpstco6xjxhmy6t,negative
6359,putin invas ukrain war genocid httpstcoxnuqkw3fj3 blacklivesmatt via clayclai httpstcotco6wkytm9,negative
6360,russian dig larg ditch buri ukrainian togeth mass grave sicken time httpstcoa89mqkpxxg,negatave
6361,httpstcogpdg98w48n blacklivesmatt antifa collabor democrat 2020 burn church riot httpstcotkakofivfp,negative
6362,davidoatkin brandonstraka preslerpersist thatsquiteawalk mean look hashtag brandonstraka wo httpstco4cxkazv3qt,negative
6363,defund mabenpolic blacklivesmatt,negatvue
6364,time pflp list offici terror organ israel got away st httpstcogyfjiki2nv,negative
6365,chri rock embrac white comedian use n word httpstcotoci9wlsu via youtub chrisrock httpstcoxgnjh2wct8,negative
6366,big educ ape week newblackman exil blm blacklivesmatt httpstcobxs3kcomkd httpstcomfbl3xozzd,negative
6367,fri jun 05 2020 denver colorado polic pepper spray protest without appar caus watch httpstcovxudo3pcgz,negative
6368,expert argu sanction violat intern law studi show gener effect achi httpstco7vryexyylg,negatlve
6369,medic experiment murder disabl slave american south httpstcojwqbardfzx httpstco3kjxni27i8,negative
6370,matthardybrand get block time think peopl block r racist white peopl want httpstcovvvhia99td,negative
6371,got pig um legal smooth nicenic cop bust loiter beat black caught vi httpstcoyox9e7roo0,negative
6372,putin invas ukrain war genocid httpstcoxnuqkw3fj3 blacklivesmatt via clayclai httpstcoxsco1prdjq,negative
6373,critic race theori oppon klansplain scotu ketanjibrownjackson blacklivesmatt httpstcoebv4drurdk,negative
6374,believ racist exist lgbtqia commun serious need open eye need unit httpstcoeunwpr3ryl,negatsve
6375,defund camden polic blacklivesmatt,negatvue
6376,list becom radio voic becom ambassador coupl thing empow life httpstcomc5t2fqhod,negatdve
6377,batkins67 dianemschul elizabethmay man get blacklivesmatt covidisntov istandwithukrain httpstcoo498euolx8,negative
6378,full court press justintrudeau cdnpoli indigenouslanguag indigenousdatasovereignti indigen httpstcogy1yoafhpn,negative
6379,wan na tell u someth grammi award bigger ur polit award big wizzi gon na win di pur httpstcoja57ohw3e5,negative
6380,pope apologis canada indigen news 1964 william comb saw queen elizabeth amp princ philip abduct 10 httpstcobjjyyakwn,negative
6381,tomgardner18 follow oromia region forc attack minjar amhara httpstcohqjeumkt1b,negative
6382,cancel cultur check racial box endlessli shame anglo your say caucasian white hu httpstco3fcd5aex8b,negative
6383,entertain medium made bigger push last year diver enough th httpstco5amaoh5sfh,negatave
6384,pope apologis canada indigen news 1964 william comb wit queen elizabeth amp princ philip abdu httpstcoyi0wnpibv2,negative
6385,blm activist convict pedophil assault trump support get prison sentenc httpstco9i6xej5w9m blm httpstcoxrkmg8pf2v,negative
6386,ottawa canada homicid domesticabus domesticviol domest murder haiti indigenouspeopl woman httpstcoynle905st,negative
6387,musket twitch commun live rainbow6gam madmusketeertv xbox xboxambassador httpstco9pn4mnlkdx,negative
6388,ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6389,last weekend norfolk va weekend sacramento gd peopl go fear bein httpstcok019pg6va6,negative
6390,black live superior blacklivesmatt cant even bring black live equal convers wout httpstcoq3c9kxxrlz,negative
6391,haitian ottawa canada cdnpoli haitiantwitt blacklivesmatt crowdfund nativeamerican nativemedia httpstcoqfydz01uc,negative
6392,beatthecult sweet babe blacklivesmatt relinquish stranglehold hate attach word use httpstcoqgz2opvo3u,negattve
6393,foxnew yet msnbc want whitepeopl around blacklivesmatt movement reallyfor u call white httpstcopwxja7xec0,negative
6394,otd 1865 union forc captur richmond virginia capit proslaveri confeder state america httpstcoevioa1fizg,negat ve
6395,defund burnsflatpolic blacklivesmatt,negatvue
6396,tiborpnagyjr inde blacklivesmatt blmla blklivesmatt blmoregon africansinukrain,negative
6397,phillsspiceplu rebelnewsonlin feloni take vaccin leav canada httpstcogun5gzmmnb,negative
6398,michael brown jr blacklivesmatt,negatvhe
6399,propos new black nationst call vesey republ httpstcoepsvbfrcwm httpstco5mb6kaqnuc,negative
6400,havent abl evalu poc sinc slave auction block whitesupremacist blacklivesmatt httpstco1y92bvreuy,negattve
6401,get n girltrek morgantrek blacklivesmatt httpstcobraij7kx1w,positive
6402,sat may 30 2020 minneapoli minnesota polic drive spray watch httpstcoykdvyiksjq httpstcoubf2wvxmu9,negative
6403,barack obama benefit economi longrun httpstconhybmkca1b barackobama blacklivesmatt httpstcoll8xjbtteh,negative
6404,defund southheartpolic blacklivesmatt,negatvue
6405,nearli 50000 legal restrict peopl arrest convict record routin block access j httpstcoiczfwck8o6,negatrve
6406,unit state world leader impos econom sanction follow eu conglomer httpstcos2ds8bor5i,negative
6407,jordan edward blacklivesmatt,negatvde
6408,playoff team laker nba nbasunday nba75 nbatwitt blacklivesmatt time2ris,negative
6409,govbillle ford citizen tennesse specif blackvot take note pay attent get caught httpstcoglz7u02srt,negative
6410,ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6411,two thing imo rais progun cultur fear white men scare death peopl color whi httpstcoqd1plb2okv,negative
6412,6 black live taken sacramento ca blacklivesmatt black live would decri alterc whic httpstcohic81i7fbl,negative
6413,slanderoffici upvot excel googl doc heystack better visibl httpstcovql4wkczxc httpstcolufvrxqztr,negative
6414,arrest cop kill breonna taylor breonnataylor sayhernam blacklivesmatt,negatvee
6415,want high detail stringer twitch hmu get done smallstream twitchaffili apex httpstcozxwg3xwtsu,negatuve
6416,race determin worth blacklivesmatt nototrump elections2016dumptrump,positive
6417,laquan mcdonald blacklivesmatt,negatvue
6418,jamiebo40713292 follobackforfolloback latest tommyr parodi funni racist asian blacklivesmatt funni,negative
6419,netflix sad part half movi play display violenc non injuri slap httpstcoacnflpum2,negative
6420,mon jul 27 2020 portland oregon offic pepper spray protest watch httpstcoos9cukmh9r portlandoregon httpstcokm3guuydgl,negative
6421,curiou convolut controversi histori john brown bodi battl hymn republ httpstcoku9nw0bp9t,negative
6422,reviv ruach citi church recharg batteri httpstcor7nhmwngl4 holocaustmemorialday mlk httpstco6il1rybpm9,negattve
6423,hegelian dialect rupert murdoch synthesi trap paradigm cant bre httpstcogad6qiyqkh,negative
6424,peopl brand smith violent peopl look peopl like kyle rittenhous v httpstcono66nhyxf6,negatkve
6425,2nd half milehighbasketbal beat lakeshow nba nba75 nbasunday blacklivesmatt time2ris,negative
6426,minecraft blacklivesmatt httpstcopyucsrjjji,negative
6427,mental health impact pandem toronto young peopl could linger justintrudeau dodg address httpstcojll6duxdgc,negative
6428,zewari7 nobusuk eyob blacklivesmatt gt increas usag polic bodi camera climatechang gt manag httpstcoufid4sfowm,negative
6429,ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
6430,breakthesil expert argu sanction violat intern law studi show gener httpstco3zxzixfyak,negative
6431,guyz hmu get lit overlay twitch hurri get done smallstream twitchaffili httpstcopq53ltcbso,negatrve
6432,breakthesil grow bodi research show sanction dire consequ human popul httpstcournvmepi61,negative
6433,thread go make deepli uncomfort need read anyway teighlor still w httpstcodbm1oshjuy,negatdve
6434,blacklivesmatt check jaquitalouis gladston video tiktok httpstcoxrnzahtsvm,negative
6435,love black privileg woman presid need fire blm blacklivesmatt bring corrupt blm httpstco49z8bp9wwl,negative
6436,decter crombi canadian cathol school dont teach pope peac one use white dove httpstco6e4uscu16n,negative
6437,big educ ape week newblackman exil blm blacklivesmatt httpstcobxs3kcomkd httpstcock92t3qmzi,negatbve
6438,defund hors shoe polic blacklivesmatt defundthepolic,positive
6439,eric garner blacklivesmatt,negatvce
6440,today longer transgend day visibl hope saw origin post join httpstcodf45x6mato,negatove
6441,realdlhughley funni paus violent kill shooter movi non injuri slap bad boy httpstcokrojbmbvk,negatlve
6442,sat jul 25 2020 lo angel california violent arrest polic initi scuffl watch httpstcokdf3kry1nu,negative
